__run_id,__done,llm,language,problem,prompt,energy_usage_dram,energy_usage_package,energy_usage_pp0,energy_usage_pp1,cpu_usage_0,cpu_usage_1,cpu_usage_2,cpu_usage_3,cpu_usage_4,cpu_usage_5,cpu_usage_6,cpu_usage_7,cpu_usage_8,cpu_usage_9,cpu_usage_10,cpu_usage_11,memory_usage,execution_time,machine_code_size
run_23_repetition_3,DONE,Claude,haskell,SR,EE,3203.772,19256.123,7619.311,1945.242,7.381,4.04,7.619,11.765,5.882,7.619,7.619,5.882,5.714,5.882,5.882,7.619,2189358421.333,200,"3305081
"
run_0_repetition_4,DONE,ChatGPT,cpp,PS,OG,3211.456,19300.584,7630.516,1945.243,5.882,11.429,5.882,5.714,5.882,5.882,5.882,4.04,5.882,5.882,7.619,5.882,2214338560.0,200,"4853
"
run_1_repetition_4,DONE,ChatGPT,cpp,PS,EE,3219.076,19345.424,7641.835,1945.243,7.47,5.882,5.714,3.922,5.714,9.259,5.714,7.407,7.619,9.009,9.524,5.714,2215735296.0,201,"4846
"
run_2_repetition_4,DONE,ChatGPT,cpp,SR,OG,3226.558,19387.662,7651.404,1945.243,7.407,5.882,11.429,5.714,3.922,7.619,5.714,5.882,5.714,5.714,5.714,7.407,2215313408.0,201,"1433
"
run_3_repetition_4,DONE,ChatGPT,cpp,SR,EE,3234.061,19430.195,7660.958,1945.243,7.619,5.882,5.714,5.714,5.714,7.47,7.619,7.407,5.882,13.016,7.619,5.882,2212324693.333,201,"1445
"
run_4_repetition_4,DONE,ChatGPT,haskell,PS,OG,3243.498,19503.235,7692.831,1945.267,5.882,5.882,9.524,7.843,9.216,7.619,7.619,5.882,5.882,5.882,7.619,4.04,2210137429.333,201,"2100663
"
run_5_repetition_4,DONE,ChatGPT,haskell,PS,EE,3252.872,19576.366,7724.864,1945.267,5.882,3.922,7.619,5.882,9.223,7.619,5.714,11.765,7.407,5.714,5.714,7.619,2207002624.0,200,"2100104
"
run_6_repetition_4,DONE,ChatGPT,haskell,SR,OG,3263.539,19669.233,7771.19,1945.267,6.061,11.429,7.648,6.061,6.061,6.061,7.843,4.167,9.394,5.707,7.843,6.061,2197127168.0,200,"3306900
"
run_7_repetition_4,DONE,ChatGPT,haskell,SR,EE,3274.215,19762.224,7817.451,1945.292,7.407,5.882,7.619,5.714,7.407,5.882,5.714,5.714,5.714,7.619,11.111,7.407,2197028864.0,200,"3307184
"
run_8_repetition_4,DONE,Gemini,cpp,PS,OG,3281.892,19807.033,7828.864,1945.292,7.143,5.405,3.81,5.556,9.259,7.207,5.556,5.556,5.556,5.556,5.556,7.407,2224780629.333,200,"4880
"
run_9_repetition_4,DONE,Gemini,cpp,PS,EE,3289.461,19850.755,7839.285,1945.292,7.843,6.061,7.843,4.04,5.882,6.061,5.882,7.843,5.882,6.061,12.121,6.061,2222452736.0,200,"4317
"
run_10_repetition_4,DONE,Gemini,cpp,SR,OG,3296.948,19893.763,7849.455,1945.293,20.882,5.882,5.714,9.259,5.882,12.963,5.882,5.882,7.407,4.04,7.619,5.882,2202789205.333,200,"1662
"
run_11_repetition_4,DONE,Gemini,cpp,SR,EE,3304.46,19936.574,7859.352,1945.317,7.072,5.556,5.556,7.207,9.259,7.143,5.556,7.207,5.556,5.556,3.81,7.207,2207286613.333,200,"1389
"
run_12_repetition_4,DONE,Gemini,haskell,PS,OG,3313.327,20001.456,7885.516,1945.318,2.54,2.54,69.762,1.905,2.469,2.54,1.961,4.321,3.003,2.469,2.469,1.905,2212806200.889,1401,"1307653
"
run_13_repetition_4,DONE,Gemini,haskell,PS,EE,3323.128,20080.393,7921.479,1945.318,5.882,7.619,5.882,7.619,9.391,7.843,7.843,6.061,5.882,9.804,7.843,5.882,2197598208.0,201,"2113875
"
run_14_repetition_4,DONE,Gemini,haskell,SR,OG,3333.796,20174.077,7968.44,1945.318,7.619,5.882,7.619,5.882,5.882,5.882,5.882,11.765,5.882,5.714,3.922,5.714,2184873301.333,201,"3307134
"
run_15_repetition_4,DONE,Gemini,haskell,SR,EE,3344.465,20266.619,8014.501,1945.34,7.619,7.407,7.381,5.714,7.207,7.302,5.714,5.714,3.81,5.714,11.111,5.556,2202346837.333,201,"3304909
"
run_16_repetition_4,DONE,Claude,cpp,PS,OG,3352.12,20312.061,8026.417,1945.34,5.882,7.843,7.619,5.882,11.765,7.549,6.061,5.882,5.882,5.882,7.619,5.882,2215695701.333,201,"4853
"
run_17_repetition_4,DONE,Claude,cpp,PS,EE,3359.677,20355.256,8036.629,1945.34,3.922,5.882,7.407,5.714,7.619,5.714,7.619,7.619,9.804,5.714,5.714,5.714,2211112277.333,201,"2313
"
run_18_repetition_4,DONE,Claude,cpp,SR,OG,3367.191,20398.275,8046.666,1945.34,5.714,11.429,7.619,5.714,5.714,5.882,5.714,5.882,5.714,7.407,5.882,7.302,2210914304.0,200,"1733
"
run_19_repetition_4,DONE,Claude,cpp,SR,EE,3374.735,20441.291,8056.718,1945.366,5.714,5.714,5.714,9.259,5.714,5.714,5.714,5.714,5.714,5.714,11.429,5.882,2211429034.667,201,"2868
"
run_20_repetition_4,DONE,Claude,haskell,PS,OG,3383.665,20506.212,8082.957,1945.366,1.961,5.464,3.571,2.54,3.671,4.168,3.896,3.025,6.075,71.252,3.651,3.774,2209256334.222,1401,"1307653
"
run_21_repetition_4,DONE,Claude,haskell,PS,EE,3393.401,20584.35,8118.474,1945.366,11.616,8.772,5.556,7.207,5.556,12.281,7.407,7.143,5.556,7.407,7.207,5.556,2208829440.0,200,"2118046
"
run_22_repetition_4,DONE,Claude,haskell,SR,OG,3404.09,20677.749,8165.091,1945.366,7.843,9.804,7.619,5.714,5.882,5.714,5.882,5.882,5.882,5.882,7.843,5.714,2189553664.0,201,"3304782
"
run_23_repetition_4,DONE,Claude,haskell,SR,EE,3414.898,20772.707,8212.995,1945.391,7.302,5.714,5.714,5.714,9.259,5.714,3.922,5.714,3.922,5.556,7.207,5.714,2200733013.333,201,"3305081
"
run_0_repetition_5,DONE,ChatGPT,cpp,PS,OG,3422.528,20817.47,8224.278,1945.391,5.882,9.259,9.43,5.882,5.882,7.843,5.882,11.765,5.882,7.843,5.882,7.619,2210342229.333,201,"4853
"
run_1_repetition_5,DONE,ChatGPT,cpp,PS,EE,3430.187,20861.959,8235.42,1945.391,3.922,5.714,3.922,5.714,5.714,5.714,11.429,5.714,3.922,3.922,5.714,5.714,2210107392.0,201,"4846
"
run_2_repetition_5,DONE,ChatGPT,cpp,SR,OG,3437.71,20905.009,8245.423,1945.391,6.25,6.061,6.061,7.648,6.25,7.837,12.121,7.843,6.25,6.061,7.648,6.25,2214380885.333,201,"1433
"
run_3_repetition_5,DONE,ChatGPT,cpp,SR,EE,3445.178,20946.94,8254.716,1945.415,7.843,6.061,6.061,6.061,8.081,6.061,8.333,7.619,5.882,4.04,7.619,7.619,2209536682.667,200,"1445
"
run_4_repetition_5,DONE,ChatGPT,haskell,PS,OG,3454.578,21020.154,8286.735,1945.415,10.101,5.882,10.882,5.882,9.259,5.882,7.619,7.619,5.882,7.619,7.619,5.882,2203615232.0,201,"2100663
"
run_5_repetition_5,DONE,ChatGPT,haskell,PS,EE,3463.971,21092.508,8318.157,1945.415,5.556,11.111,10.541,7.207,7.407,9.009,5.405,7.207,5.556,5.556,7.207,7.207,2207730346.667,201,"2100104
"
run_6_repetition_5,DONE,ChatGPT,haskell,SR,OG,3474.689,21186.195,8364.897,1945.441,12.613,5.882,5.882,7.619,5.882,5.882,5.882,5.882,5.882,5.714,5.882,5.714,2191149738.667,201,"3306900
"
run_7_repetition_5,DONE,ChatGPT,haskell,SR,EE,3485.341,21278.733,8411.043,1945.441,7.619,7.619,5.882,7.619,5.714,5.628,5.714,7.619,13.434,5.882,5.882,4.04,2195912021.333,201,"3307184
"
run_8_repetition_5,DONE,Gemini,cpp,PS,OG,3492.987,21323.593,8422.349,1945.441,5.556,5.556,12.613,5.556,5.556,5.556,5.556,5.556,7.207,7.207,5.556,7.207,2211543722.667,201,"4880
"
run_9_repetition_5,DONE,Gemini,cpp,PS,EE,3500.559,21367.66,8433.227,1945.441,7.407,5.882,7.619,7.407,9.009,5.714,7.407,7.407,7.407,5.714,11.391,7.407,2216419328.0,200,"4317
"
run_10_repetition_5,DONE,Gemini,cpp,SR,OG,3508.074,21410.545,8443.223,1945.467,20.714,3.81,7.207,5.556,10.811,5.556,5.714,7.207,7.207,7.407,5.714,3.81,2201351509.333,201,"1662
"
run_11_repetition_5,DONE,Gemini,cpp,SR,EE,3515.562,21452.988,8452.996,1945.468,3.922,10.811,5.556,5.556,5.556,7.407,5.556,7.207,7.143,5.714,5.556,7.207,2211676160.0,201,"1389
"
run_12_repetition_5,DONE,Gemini,haskell,PS,OG,3524.442,21518.713,8479.783,1945.468,73.782,2.402,3.81,3.003,1.852,1.27,1.852,1.852,1.852,1.905,1.852,1.852,2204445354.667,1401,"1307653
"
run_13_repetition_5,DONE,Gemini,haskell,PS,EE,3534.254,21598.313,8516.624,1945.468,12.9,7.619,5.882,5.882,5.882,10.101,5.714,5.882,9.216,5.882,5.714,4.04,2210710869.333,201,"2113875
"
run_14_repetition_5,DONE,Gemini,haskell,SR,OG,3544.948,21691.455,8562.933,1945.492,3.81,7.018,3.81,5.556,7.207,12.613,5.556,5.405,7.018,5.405,5.556,5.405,2204964181.333,200,"3307134
"
run_15_repetition_5,DONE,Gemini,haskell,SR,EE,3555.656,21784.723,8609.554,1945.492,5.714,5.882,5.714,5.714,12.963,7.381,5.882,7.619,7.619,7.619,5.714,7.47,2192997034.667,201,"3304909
"
run_16_repetition_5,DONE,Claude,cpp,PS,OG,3563.314,21829.206,8620.808,1945.493,6.061,6.061,5.882,7.619,6.061,7.843,6.061,12.004,7.549,5.882,7.843,6.061,2231543125.333,200,"4853
"
run_17_repetition_5,DONE,Claude,cpp,PS,EE,3570.843,21872.692,8631.178,1945.493,5.714,5.714,5.714,5.714,5.882,9.524,5.882,5.714,5.714,5.714,9.259,5.714,2236937557.333,200,"2313
"
run_18_repetition_5,DONE,Claude,cpp,SR,OG,3578.348,21915.536,8641.246,1945.517,6.061,5.882,5.882,11.429,7.619,5.882,5.714,5.714,7.619,7.619,7.619,5.882,2219165013.333,201,"1733
"
run_19_repetition_5,DONE,Claude,cpp,SR,EE,3585.899,21958.634,8651.399,1945.517,11.765,6.061,6.061,5.882,6.061,6.25,6.061,5.882,6.061,7.619,7.843,6.061,2201888085.333,201,"2868
"
run_20_repetition_5,DONE,Claude,haskell,PS,OG,3594.697,22022.594,8676.707,1945.517,73.571,2.143,2.143,2.778,2.143,3.373,2.143,2.143,2.206,2.143,4.286,2.778,2202438144.0,1201,"1307653
"
run_21_repetition_5,DONE,Claude,haskell,PS,EE,3604.405,22101.277,8712.89,1945.519,11.765,6.061,5.882,5.882,6.061,7.648,6.061,7.843,7.843,12.232,5.882,7.843,2201098922.667,201,"2118046
"
run_22_repetition_5,DONE,Claude,haskell,SR,OG,3615.059,22193.693,8758.876,1945.543,5.882,6.061,7.549,7.843,6.061,6.061,6.061,7.619,5.882,5.882,13.333,6.061,2209117525.333,201,"3304782
"
run_23_repetition_5,DONE,Claude,haskell,SR,EE,3625.709,22286.655,8805.226,1945.543,7.407,5.714,3.922,7.207,5.556,5.714,7.407,10.811,5.714,7.207,5.556,7.207,2203407701.333,200,"3305081
"
run_0_repetition_6,DONE,ChatGPT,cpp,PS,OG,3633.343,22330.798,8816.115,1945.543,7.619,6.061,7.619,7.619,7.619,11.765,5.882,7.619,7.843,5.882,5.882,7.843,2227290112.0,201,"4853
"
run_1_repetition_6,DONE,ChatGPT,cpp,PS,EE,3640.978,22375.298,8827.079,1945.543,5.882,5.882,11.429,5.714,3.922,5.882,5.882,5.882,7.407,7.619,7.407,5.714,2228746922.667,201,"4846
"
run_2_repetition_6,DONE,ChatGPT,cpp,SR,OG,3648.856,22430.298,8848.881,1945.568,7.843,9.009,7.407,7.407,9.259,12.857,58.243,12.477,7.619,11.429,7.407,7.407,2278408192.0,200,"1433
"
run_3_repetition_6,DONE,ChatGPT,cpp,SR,EE,3659.636,22546.435,8930.714,1945.568,6.061,6.061,6.25,6.061,9.804,35.417,6.061,6.061,37.214,6.061,12.121,9.804,2334236672.0,200,"1445
"
run_4_repetition_6,DONE,ChatGPT,haskell,PS,OG,3669.654,22632.88,8974.041,1945.568,5.714,10.811,10.556,5.714,7.407,7.619,5.714,5.714,7.207,5.714,5.714,5.714,2245929642.667,201,"2100663
"
run_5_repetition_6,DONE,ChatGPT,haskell,PS,EE,3679.048,22705.85,9005.861,1945.568,7.619,5.882,5.882,9.804,5.882,9.524,10.882,7.843,5.882,6.061,4.04,4.167,2227687424.0,200,"2100104
"
run_6_repetition_6,DONE,ChatGPT,haskell,SR,OG,3689.715,22798.642,9052.179,1945.592,7.47,7.47,7.619,7.619,7.619,12.778,5.714,7.619,6.061,4.04,7.619,5.882,2211591509.333,201,"3306900
"
run_7_repetition_6,DONE,ChatGPT,haskell,SR,EE,3700.394,22891.577,9098.336,1945.592,7.407,9.009,7.207,5.556,7.407,3.922,11.429,3.922,7.407,5.476,7.407,7.407,2224612693.333,201,"3307184
"
run_8_repetition_6,DONE,Gemini,cpp,PS,OG,3708.049,22936.69,9109.925,1945.593,7.143,7.407,5.556,5.556,5.556,7.207,5.556,5.405,5.556,5.556,5.556,11.111,2248527872.0,201,"4880
"
run_9_repetition_6,DONE,Gemini,cpp,PS,EE,3716.057,22989.691,9129.687,1945.618,5.882,11.765,7.619,7.407,7.619,5.882,7.619,5.882,5.882,5.628,3.922,5.714,2254061568.0,201,"4317
"
run_10_repetition_6,DONE,Gemini,cpp,SR,OG,3723.552,23032.405,9139.637,1945.618,7.207,5.405,7.207,7.407,7.207,22.207,5.556,5.556,7.207,9.524,5.556,7.207,2218444117.333,200,"1662
"
run_11_repetition_6,DONE,Gemini,cpp,SR,EE,3731.028,23075.755,9150.052,1945.618,7.619,5.882,5.882,5.882,7.619,5.882,5.882,7.619,5.882,11.765,5.882,7.407,2248776362.667,200,"1389
"
run_12_repetition_6,DONE,Gemini,haskell,PS,OG,3739.908,23139.883,9175.711,1945.618,2.083,2.143,4.167,2.143,2.703,2.083,2.143,8.041,2.703,75.771,4.653,1.429,2227795456.0,1201,"1307653
"
run_13_repetition_6,DONE,Gemini,haskell,PS,EE,3749.673,23219.105,9212.162,1945.642,10.476,11.429,7.407,7.619,5.714,5.714,5.714,7.407,5.714,5.714,5.714,5.714,2217198933.333,200,"2113875
"
run_14_repetition_6,DONE,Gemini,haskell,SR,OG,3760.32,23311.611,9258.246,1945.642,12.963,5.714,5.714,5.714,7.407,7.407,9.259,5.714,5.714,5.714,5.714,7.619,2229232981.333,201,"3307134
"
run_15_repetition_6,DONE,Gemini,haskell,SR,EE,3770.947,23404.056,9304.146,1945.642,5.882,4.04,5.714,7.407,5.882,9.259,5.714,5.714,11.429,9.074,5.714,5.882,2228614485.333,200,"3304909
"
run_16_repetition_6,DONE,Claude,cpp,PS,OG,3778.586,23449.067,9315.638,1945.642,9.524,6.061,7.843,6.061,6.061,9.524,5.882,7.843,5.882,12.121,7.549,4.04,2229103274.667,200,"4853
"
run_17_repetition_6,DONE,Claude,cpp,PS,EE,3786.134,23492.081,9325.697,1945.667,7.407,5.882,9.747,5.882,5.714,3.922,4.04,3.922,4.04,5.882,5.714,7.407,2226210133.333,201,"2313
"
run_18_repetition_6,DONE,Claude,cpp,SR,OG,3793.631,23534.317,9335.255,1945.667,6.061,6.061,6.25,6.061,6.25,6.25,8.081,9.804,7.843,10.417,7.727,7.843,2230689792.0,200,"1733
"
run_19_repetition_6,DONE,Claude,cpp,SR,EE,3801.163,23577.744,9345.574,1945.667,9.206,7.407,5.714,5.714,5.882,9.259,7.407,7.619,5.714,5.882,7.407,11.765,2235251370.667,201,"2868
"
run_20_repetition_6,DONE,Claude,haskell,PS,OG,3810.033,23642.205,9371.342,1945.667,68.627,1.905,3.548,1.961,1.961,1.961,2.54,2.469,1.961,1.961,2.54,3.922,2219018467.556,1401,"1307653
"
run_21_repetition_6,DONE,Claude,haskell,PS,EE,3819.852,23720.993,9407.131,1945.692,12.281,5.405,8.333,5.405,5.405,7.207,5.405,5.263,10.167,5.263,5.405,5.263,2217596245.333,200,"2118046
"
run_22_repetition_6,DONE,Claude,haskell,SR,OG,3830.496,23814.003,9453.512,1945.692,11.765,6.061,6.061,7.843,5.882,9.747,6.061,6.061,6.061,6.061,6.061,6.25,2212190890.667,201,"3304782
"
run_23_repetition_6,DONE,Claude,haskell,SR,EE,3841.139,23906.343,9499.451,1945.692,5.556,7.407,9.259,5.556,7.207,10.811,7.407,5.556,5.556,5.714,7.302,5.556,2223348394.667,201,"3305081
"
run_0_repetition_7,DONE,ChatGPT,cpp,PS,OG,3848.787,23951.418,9510.931,1945.692,5.882,11.111,5.714,5.714,5.556,9.009,5.714,5.556,7.407,5.714,5.556,5.714,2243872085.333,200,"4853
"
run_1_repetition_7,DONE,ChatGPT,cpp,PS,EE,3856.436,23996.224,9522.192,1945.718,5.882,5.882,5.714,5.882,5.882,7.619,7.619,7.619,13.352,7.619,5.882,7.619,2254573568.0,200,"4846
"
run_2_repetition_7,DONE,ChatGPT,cpp,SR,OG,3863.957,24038.963,9532.131,1945.718,7.407,5.714,7.407,5.556,7.407,7.407,7.407,7.207,11.429,7.407,5.714,7.407,2228002816.0,201,"1433
"
run_3_repetition_7,DONE,ChatGPT,cpp,SR,EE,3871.374,24081.139,9541.665,1945.718,5.882,5.882,5.882,11.429,5.882,5.882,5.882,5.882,5.882,5.714,7.619,7.619,2218906965.333,201,"1445
"
run_4_repetition_7,DONE,ChatGPT,haskell,PS,OG,3880.779,24154.343,9573.627,1945.718,5.556,7.407,5.556,5.556,3.81,9.048,5.556,7.207,7.018,3.81,11.111,3.81,2216801621.333,200,"2100663
"
run_5_repetition_7,DONE,ChatGPT,haskell,PS,EE,3890.197,24227.01,9605.292,1945.743,5.714,5.714,11.429,5.714,3.922,6.952,3.922,5.882,3.922,5.714,10.714,7.407,2221629440.0,200,"2100104
"
run_6_repetition_7,DONE,ChatGPT,haskell,SR,OG,3900.79,24319.303,9651.153,1945.743,5.882,5.882,7.407,5.714,13.016,7.47,5.882,5.882,5.714,5.882,5.714,5.714,2215574186.667,200,"3306900
"
run_7_repetition_7,DONE,ChatGPT,haskell,SR,EE,3911.493,24412.027,9697.385,1945.743,5.714,5.714,7.407,7.407,7.619,7.302,7.407,7.207,5.714,5.714,11.429,5.509,2223955968.0,200,"3307184
"
run_8_repetition_7,DONE,Gemini,cpp,PS,OG,3919.245,24460.904,9712.876,1945.769,6.061,6.061,6.061,7.843,7.843,7.648,4.301,10.417,6.061,6.25,7.843,6.061,2231719253.333,200,"4880
"
run_9_repetition_7,DONE,Gemini,cpp,PS,EE,3926.817,24504.356,9723.25,1945.769,5.714,5.714,7.407,7.381,5.714,7.407,7.407,7.407,11.391,5.556,5.714,7.407,2238702933.333,201,"4317
"
run_10_repetition_7,DONE,Gemini,cpp,SR,OG,3934.292,24547.317,9733.304,1945.769,6.061,11.688,5.882,7.843,21.061,6.061,6.061,6.061,6.061,9.804,7.843,7.843,2213093376.0,201,"1662
"
run_11_repetition_7,DONE,Gemini,cpp,SR,EE,3941.762,24589.623,9742.994,1945.769,5.882,5.882,7.407,5.882,5.882,5.882,7.619,12.963,7.619,5.882,5.714,5.882,2218754048.0,200,"1389
"
run_12_repetition_7,DONE,Gemini,haskell,PS,OG,3950.577,24653.812,9768.477,1945.769,73.191,1.316,2.564,1.923,1.923,3.846,1.974,1.923,1.974,2.632,1.923,2.564,2222833664.0,1202,"1307653
"
run_13_repetition_7,DONE,Gemini,haskell,PS,EE,3960.272,24731.792,9804.18,1945.792,5.882,5.714,7.619,5.882,4.04,5.714,5.714,11.429,8.922,5.882,7.619,5.882,2233401344.0,200,"2113875
"
run_14_repetition_7,DONE,Gemini,haskell,SR,OG,3970.905,24824.502,9850.237,1945.792,7.843,6.061,9.091,7.843,8.081,6.061,13.636,6.061,7.843,7.843,6.061,7.843,2215055360.0,201,"3307134
"
run_15_repetition_7,DONE,Gemini,haskell,SR,EE,3981.544,24917.301,9896.469,1945.793,7.407,8.586,5.556,7.407,7.207,5.714,9.524,5.556,7.207,7.207,7.207,5.714,2208408917.333,201,"3304909
"
run_16_repetition_7,DONE,Claude,cpp,PS,OG,3989.176,24961.627,9907.518,1945.818,5.509,3.922,7.407,5.714,5.714,11.471,5.714,3.922,7.407,5.714,3.922,5.714,2237650261.333,200,"4853
"
run_17_repetition_7,DONE,Claude,cpp,PS,EE,3996.724,25004.533,9917.529,1945.819,5.714,7.407,5.556,5.556,7.619,5.714,5.714,9.524,5.714,5.714,3.922,5.714,2241989290.667,200,"2313
"
run_18_repetition_7,DONE,Claude,cpp,SR,OG,4004.217,25047.178,9927.247,1945.819,5.714,7.619,3.922,5.714,7.407,5.714,11.111,5.714,7.381,5.556,5.556,5.556,2230726656.0,200,"1733
"
run_19_repetition_7,DONE,Claude,cpp,SR,EE,4011.764,25090.419,9937.514,1945.819,5.556,5.556,7.207,3.81,5.405,5.556,7.407,7.207,7.207,7.207,7.207,11.111,2233414997.333,201,"2868
"
run_20_repetition_7,DONE,Claude,haskell,PS,OG,4020.623,25154.792,9963.039,1945.844,1.802,1.802,2.339,2.339,1.27,70.056,1.754,1.802,3.604,1.235,2.924,2.402,2222192867.556,1401,"1307653
"
run_21_repetition_7,DONE,Claude,haskell,PS,EE,4030.385,25233.12,9998.79,1945.844,7.407,5.556,5.714,12.169,7.207,5.714,5.714,7.407,11.429,5.714,5.556,7.407,2223236437.333,201,"2118046
"
run_22_repetition_7,DONE,Claude,haskell,SR,OG,4041.034,25325.648,10044.655,1945.844,10.101,5.714,7.381,6.061,4.04,7.619,5.882,7.619,5.714,7.619,7.843,5.882,2212261888.0,200,"3304782
"
